,Options,Futures,Swaps
53,0.9515803025158535,0.6446533851316965,0.9480100662397997
54,0.9361344582623159,0.698421694292527,0.9498306944247309
55,0.9093220923065951,0.7514209465153557,0.9195628448831571
56,0.9609254798394985,0.7934826389556192,0.9281167839122572
57,0.9495012639711194,0.815600614832612,0.9525615603899504
58,0.9064564338878065,0.7823878281024225,0.9719137264278167
59,0.8942678463986758,0.7552015186493226,0.9576727512236317
60,0.8696688227438921,0.749002699959308,0.9163077162022358
61,0.7801289497716257,0.6745776648813419,0.9339124223620567
62,0.7381765660712758,0.6382791140484814,0.9346879763860336
63,0.7773290609322976,0.7012328930240104,0.8958645920176689
64,0.7926401924081492,0.6961094974011416,0.8608939077340741
65,0.8139620436127593,0.6823876056830016,0.8826429540700909
66,0.8474188501011853,0.777952512913346,0.9209675307075911
67,0.8626459864607376,0.7630201042932668,0.9525255624425036
68,0.8758222742805194,0.7920131946223105,0.9040468305613025
69,0.8593574960945783,0.7639691474210478,0.9114978145872175
70,0.90130678339371,0.7958463903898045,0.9200507495146866
71,0.8812070163674534,0.7824598657485825,0.8915399856581845
72,0.9473000689615477,0.7601396422855549,0.901883441901762
73,0.9375060931523509,0.7638961217783746,0.8731038720690404
74,0.8845395817159072,0.7624306469464486,0.8864103992987639
75,0.893630580514105,0.764595749750179,0.8902335312465957
76,0.841576190161408,0.7563147099386998,0.8825140788456398
77,0.8448479260021162,0.7332731027322936,0.8658863482532785
78,0.8659974819714072,0.6714308217439988,0.8879242808706164
79,0.8453483347657526,0.5804976263254131,0.8996411423565847
80,0.8299312881686218,0.5575541760467447,0.8872422573895733
81,0.7768813981067527,0.5642924374608217,0.8774459148749348
82,0.7774951453778313,0.6217342805811815,0.9082373542991675
83,0.7330773858108388,0.5690172126457353,0.9227672105837551
84,0.7566999338561818,0.5696880382732575,0.9126215766548038
85,0.7319767997504149,0.6141901300298301,0.8905631933244479
86,0.6679586233729241,0.5629866857708931,0.9076734090938969
87,0.6576257498245051,0.5446251846787583,0.889422151982691
88,0.6356469972654276,0.46192663024719244,0.8941912776701026
89,0.6412153520093427,0.4664029154648972,0.8843310681774685
90,0.7054325041589232,0.46476026992405556,0.8024883115712937
91,0.703072787313267,0.486403063032994,0.7828677314078077
92,0.6561028757282661,0.5288737814863741,0.7787727790551653
93,0.7265043582140953,0.6047742682457472,0.7748405076536755
94,0.7221287000932256,0.5752345521590553,0.8183779083379478
95,0.769730911228652,0.5897820319214548,0.7873267444527084
96,0.7664986492463545,0.6264634717625291,0.8241661860972408
97,0.7277553431084226,0.6193707038805096,0.8902608783989685
98,0.728958943798302,0.6146617149718326,0.9227809426708249
99,0.7520959426535895,0.6368133649487724,0.9102801408540074
100,0.7240156415974984,0.5859258367164315,0.9581829718787765
101,0.6985810202181189,0.5645583047947272,0.977100188584642
102,0.6931817282105157,0.5046503722941801,0.936465629939952
103,0.721772699678257,0.4891178582872806,0.9317680339907227
104,0.6897082256399826,0.44902681555810775,0.9095044154318618
105,0.6845015369407471,0.4576029971509924,0.9075093025720004
106,0.6639465355311254,0.4642180928361984,0.9036039553916287
107,0.6238547258572803,0.4420694261382613,0.9108959297137137
108,0.597898113948888,0.39865946247248657,0.9009726693483163
109,0.6694992460226064,0.4820268575651673,0.8795606933542779
110,0.7071650358110977,0.5064771357886063,0.8440559590903455
111,0.7022302192893494,0.4539532776054327,0.7659491324148209
112,0.6493469209857526,0.39152048033596154,0.7781871796776624
113,0.6700673883488729,0.46473894543072874,0.8082531759331484
114,0.645169376808328,0.4431344163555827,0.7723563049595287
115,0.6452088557492941,0.43207223062226946,0.7611046524633793
116,0.635986444108806,0.4650078930221512,0.7704210109611331
117,0.5894853602209631,0.4154673055446411,0.8089825609805074
118,0.5259877746567502,0.40946612132253146,0.7931442856739354
119,0.5351813090151265,0.38582591936538196,0.7785395908279598
120,0.5758822592817979,0.4064793104961888,0.7779037768866931
121,0.5880941990872047,0.42043884005930354,0.7767071104929646
122,0.5779307065094957,0.4172837537572785,0.7645795018110819
123,0.5291584087030543,0.3835499477557974,0.7719081135270243
124,0.5479039562175159,0.41877287939363284,0.7639771416134308
125,0.5145048573244865,0.45632791231950953,0.7817486399427742
126,0.46410572917955417,0.4669020520013767,0.8063959031918867
127,0.44416962477518684,0.49480100669856647,0.740362849788555
128,0.41860592558634807,0.5082127743359204,0.6920933615492597
129,0.39603738901782143,0.4484129575491198,0.7383319400255693
130,0.3981678564284512,0.47681995461424065,0.7312049338223465
131,0.34727685256288493,0.4206819803514482,0.7221030748717202
132,0.4050182455693653,0.44249202530257126,0.7540200244764369
133,0.3915059667293926,0.49009638552118817,0.7360717453392946
134,0.3583324364927346,0.541042434157564,0.7455470420247444
135,0.3677836494630626,0.5568752592098557,0.768189534786622
136,0.3254264714920278,0.5658988142779878,0.7441887112858699
137,0.33526063197124334,0.6030009773506851,0.7345749682128265
138,0.37943241857781385,0.6724740407650662,0.7534568116392495
139,0.4306765026650006,0.6625673070585593,0.7963982977926473
140,0.3914573553996008,0.7245547988079376,0.8124814949652576
141,0.3974795656620704,0.7306650847064912,0.8079646274211078
142,0.4008214839853031,0.777852997393825,0.7279024644849175
143,0.3678493504836136,0.8058631801889823,0.7137923832819622
144,0.3586899610939148,0.8544999351016679,0.720968866470124
145,0.3658894404602912,0.8697028767836785,0.743738461588117
146,0.3713063159212192,0.9097094296510083,0.7452435829176525
147,0.3556232394101421,0.8603201828459763,0.7420355062800044
148,0.3859537241321379,0.8945172178445148,0.7379915918701309
149,0.3655514367100295,0.8566860717656221,0.7148057861679251
150,0.3592856038430372,0.80917318069844,0.7375181374882027
151,0.4213482742519412,0.8017420102801446,0.7464966206575971
152,0.41895685197161564,0.7818830455343642,0.6825468175952666
153,0.3919298440691726,0.7918909867212438,0.6670808765519948
154,0.3707057369576008,0.7806212642606393,0.6714983386279992
155,0.39587692826774096,0.8920402551039134,0.6434651896880035
156,0.2974554230100652,0.8181084524528893,0.6498544895288653
157,0.2688538493721434,0.8047486388259263,0.6413108502760437
158,0.3387713654221452,0.8660542344486576,0.6687262766648301
159,0.3366982744219409,0.8254397868187074,0.700057306425203
160,0.3274261565351084,0.8694099824319681,0.7286930103486537
161,0.2474722875783891,0.8813114681738539,0.7526610836347071
162,0.27578738187158675,0.9479048871654222,0.7678140213603898
163,0.2714376007639217,0.9629925486015581,0.7374136912259519
164,0.36694316965598,0.9833835437397932,0.7738967924136754
165,0.3524146928634,0.9876598023665002,0.7541742440390852
166,0.34463898364412987,0.9419316622962589,0.7511944231738763
167,0.3386007715766544,0.944917144437259,0.7819511978150375
168,0.28815594535354583,0.9493532536910783,0.764436928915254
169,0.2951738526555059,0.8705969820524979,0.7297555128605184
170,0.2766850845847779,0.9244688935631231,0.7684050766674742
171,0.24534787942883535,0.8407420771668696,0.7486537921395556
172,0.26353868252348667,0.8607623365999152,0.778010679966293
173,0.2725408584262712,0.9460286542244993,0.7708474879396621
174,0.2484559658731967,0.8736809602521428,0.7444954478472163
175,0.2712665748969322,0.8231305326672848,0.7706430748963996
176,0.1663710173187215,0.7486427937303323,0.7947890503998929
177,0.1766716790137581,0.7666871364622875,0.8294408249587271
178,0.14667920020248218,0.7177225762975562,0.8116940376575233
179,0.14134941624772843,0.7131835992131511,0.8050693001408383
180,0.1398368059328628,0.7265019463796522,0.7693469923257832
181,0.1572100393132605,0.7963698828016115,0.757525261110992
182,0.21031998991278542,0.8312935363241887,0.6831934056260452
183,0.2021173171711572,0.8055755481672155,0.6871249639021546
184,0.20243587150157286,0.8542421018534426,0.6787678226419321
185,0.22837945579259752,0.9108475783752946,0.6107725186717325
186,0.2588093079058073,0.8342543051694189,0.5885785413554884
187,0.21039290054412546,0.8529784187914389,0.5933345779702928
188,0.20738736036458735,0.8203843343641483,0.5981355650776998
189,0.23432295709925652,0.8428036032902335,0.5976518219243522
190,0.24491642320828053,0.8635241080604054,0.5454440890950516
191,0.2505112711365226,0.9017935104307319,0.5612003318242094
192,0.2328020350490348,0.8709066403608874,0.5291707553311386
193,0.23720159031421942,0.927783109407611,0.474053176376397
194,0.20169651142725786,0.8870553334795092,0.4950487494823821
195,0.2060012055834449,0.8643544828454593,0.4883147005018918
196,0.21443520457155965,0.8439891627483554,0.40318332330706297
197,0.19426439477408516,0.8758441669902045,0.39646468904434834
198,0.18915170057531136,0.8976468605537091,0.406132952742423
199,0.18129118830956548,0.8922826920765689,0.3799448565202297
200,0.1277205451221664,0.8383839952108518,0.3906299024042619
201,0.11728820874494342,0.8565625478039144,0.351493494602266
202,0.11936762929926696,0.8526298143967068,0.30564973206814255
203,0.0782496969935546,0.8522275747425597,0.2579002911194874
204,0.08695972020044601,0.8811377695202216,0.28122659579974363
205,0.10435019747274767,0.8967818125375538,0.286555476708933
206,0.14747356643768617,0.9462138053882028,0.24527520717189516
207,0.13322088543561814,0.9350796144331922,0.23858032618383107
208,0.13221023372025512,0.9191113402685606,0.20509496322202955
209,0.16434593268658862,0.9922022576367425,0.20291374836373238
210,0.16514726306919228,0.9597462328078302,0.19910111074262785
211,0.17017404282810744,0.9416140478424954,0.18634683046770675
212,0.17624541435654972,0.8957322039044018,0.19236347816791277
213,0.2397676530958313,0.9410140066294354,0.18927644035136873
214,0.22710923818417408,1.0,0.16213718321181908
215,0.22045346127485005,0.9896611076775947,0.1886686791330188
216,0.21801262150719072,0.9628351680047875,0.22919803693584054
217,0.18959577563493196,0.8600809994283881,0.23697940325903424
218,0.19304123709463888,0.8722809589830328,0.24831383747355262
219,0.1437254384918549,0.8283337820133779,0.23769379683999606
220,0.13957730001174007,0.786210046057273,0.203226707765291
221,0.12491897594023822,0.7990226322262569,0.19061479913390542
222,0.0715153733264644,0.8208927304846069,0.21859178637185062
223,0.029009460857987494,0.8584268965753297,0.20335032394782412
224,0.0,0.7757743994423425,0.17837529980559674
225,0.035327125714233076,0.7836020239437923,0.15279650179267693
226,0.04682473123337955,0.851423675463903,0.16257632446242395
227,0.09182852316744795,0.891794108752409,0.1818741822450918
228,0.13753026579232694,0.8435843535101266,0.10600122941532635
229,0.1727613490231638,0.75253784130676,0.10438567389354862
230,0.13931722802585533,0.7839009664118501,0.12860292428611741
231,0.1366373031094355,0.6998547596672754,0.11390304665116033
232,0.13655962812523792,0.6853201968206551,0.09235599509028537
233,0.1251114259159974,0.7446696470918618,0.05385321727757909
234,0.11778842310108656,0.7111902864646689,0.08167425147863193
235,0.1575540166078772,0.8022928405344489,0.10547569735705203
236,0.1631704827495656,0.864790372424218,0.11034594184939411
237,0.16906505218457324,0.8985713736151544,0.09139067512633671
238,0.173202547115685,0.9653887164661483,0.08806378506575557
239,0.15059886859279464,0.9533694893945172,0.11412057560053035
240,0.14938351019072257,0.936864558241795,0.10004058341701197
241,0.11926515761081048,0.9317842581411141,0.05738201311973733
242,0.12482571423904203,0.8853991861503626,0.08908981027034829
243,0.11481558148469291,0.9208515463990992,0.07519090583146033
244,0.17362995567364306,0.8748185731301568,0.04704962693934596
245,0.09788897096374029,0.7951534086471636,0.061044339432111086
246,0.065335936127684,0.8049908380134734,0.03462661609038383
247,0.04169350640248282,0.7603560948359243,0.07950754967903784
248,0.028853957640510308,0.7301172830500118,0.09335509533900874
249,0.05126817397495284,0.7589483959497872,0.0449150977469486
250,0.07857326176502792,0.788567755168868,0.001050507161780755
251,0.13308125741292703,0.8531673822109574,0.0
